time,tollgate_id,direction,time_window,date,hour,volume,weekday,media_volume,desvio_padrao_volume
2016-10-18 06:00:00,1,0,"[06:00:00,06:20:00)",2016-10-18,6,13,2,13,
2016-10-18 06:00:00,1,1,"[06:00:00,06:20:00)",2016-10-18,6,37,2,37,
2016-10-18 06:00:00,2,0,"[06:00:00,06:20:00)",2016-10-18,6,24,2,24,
2016-10-18 06:00:00,3,0,"[06:00:00,06:20:00)",2016-10-18,6,30,2,30,
2016-10-18 06:00:00,3,1,"[06:00:00,06:20:00)",2016-10-18,6,23,2,23,
2016-10-18 06:20:00,1,0,"[06:20:00,06:40:00)",2016-10-18,6,17,2,17,
2016-10-18 06:20:00,1,1,"[06:20:00,06:40:00)",2016-10-18,6,47,2,47,
2016-10-18 06:20:00,2,0,"[06:20:00,06:40:00)",2016-10-18,6,36,2,36,
2016-10-18 06:20:00,3,0,"[06:20:00,06:40:00)",2016-10-18,6,42,2,42,
2016-10-18 06:20:00,3,1,"[06:20:00,06:40:00)",2016-10-18,6,29,2,29,
2016-10-18 06:40:00,1,0,"[06:40:00,07:00:00)",2016-10-18,6,21,2,21,
2016-10-18 06:40:00,1,1,"[06:40:00,07:00:00)",2016-10-18,6,72,2,72,
2016-10-18 06:40:00,2,0,"[06:40:00,07:00:00)",2016-10-18,6,46,2,46,
2016-10-18 06:40:00,3,0,"[06:40:00,07:00:00)",2016-10-18,6,85,2,85,
2016-10-18 06:40:00,3,1,"[06:40:00,07:00:00)",2016-10-18,6,50,2,50,
2016-10-18 07:00:00,1,0,"[07:00:00,07:20:00)",2016-10-18,7,31,2,31,
2016-10-18 07:00:00,1,1,"[07:00:00,07:20:00)",2016-10-18,7,68,2,68,
2016-10-18 07:00:00,2,0,"[07:00:00,07:20:00)",2016-10-18,7,83,2,83,
2016-10-18 07:00:00,3,0,"[07:00:00,07:20:00)",2016-10-18,7,114,2,114,
2016-10-18 07:00:00,3,1,"[07:00:00,07:20:00)",2016-10-18,7,56,2,56,
2016-10-18 07:20:00,1,0,"[07:20:00,07:40:00)",2016-10-18,7,28,2,28,
2016-10-18 07:20:00,1,1,"[07:20:00,07:40:00)",2016-10-18,7,94,2,94,
2016-10-18 07:20:00,2,0,"[07:20:00,07:40:00)",2016-10-18,7,87,2,87,
2016-10-18 07:20:00,3,0,"[07:20:00,07:40:00)",2016-10-18,7,131,2,131,
2016-10-18 07:20:00,3,1,"[07:20:00,07:40:00)",2016-10-18,7,77,2,77,
2016-10-18 07:40:00,1,0,"[07:40:00,08:00:00)",2016-10-18,7,47,2,47,
2016-10-18 07:40:00,1,1,"[07:40:00,08:00:00)",2016-10-18,7,105,2,105,
2016-10-18 07:40:00,2,0,"[07:40:00,08:00:00)",2016-10-18,7,97,2,97,
2016-10-18 07:40:00,3,0,"[07:40:00,08:00:00)",2016-10-18,7,164,2,164,
2016-10-18 07:40:00,3,1,"[07:40:00,08:00:00)",2016-10-18,7,91,2,91,
2016-10-18 15:00:00,1,0,"[15:00:00,15:20:00)",2016-10-18,15,52,2,52,
2016-10-18 15:00:00,1,1,"[15:00:00,15:20:00)",2016-10-18,15,72,2,72,
2016-10-18 15:00:00,2,0,"[15:00:00,15:20:00)",2016-10-18,15,74,2,74,
2016-10-18 15:00:00,3,0,"[15:00:00,15:20:00)",2016-10-18,15,116,2,116,
2016-10-18 15:00:00,3,1,"[15:00:00,15:20:00)",2016-10-18,15,81,2,81,
2016-10-18 15:20:00,1,0,"[15:20:00,15:40:00)",2016-10-18,15,38,2,38,
2016-10-18 15:20:00,1,1,"[15:20:00,15:40:00)",2016-10-18,15,102,2,102,
2016-10-18 15:20:00,2,0,"[15:20:00,15:40:00)",2016-10-18,15,78,2,78,
2016-10-18 15:20:00,3,0,"[15:20:00,15:40:00)",2016-10-18,15,87,2,87,
2016-10-18 15:20:00,3,1,"[15:20:00,15:40:00)",2016-10-18,15,91,2,91,
2016-10-18 15:40:00,1,0,"[15:40:00,16:00:00)",2016-10-18,15,35,2,35,
2016-10-18 15:40:00,1,1,"[15:40:00,16:00:00)",2016-10-18,15,116,2,116,
2016-10-18 15:40:00,2,0,"[15:40:00,16:00:00)",2016-10-18,15,53,2,53,
2016-10-18 15:40:00,3,0,"[15:40:00,16:00:00)",2016-10-18,15,106,2,106,
2016-10-18 15:40:00,3,1,"[15:40:00,16:00:00)",2016-10-18,15,83,2,83,
2016-10-18 16:00:00,1,0,"[16:00:00,16:20:00)",2016-10-18,16,57,2,57,
2016-10-18 16:00:00,1,1,"[16:00:00,16:20:00)",2016-10-18,16,102,2,102,
2016-10-18 16:00:00,2,0,"[16:00:00,16:20:00)",2016-10-18,16,62,2,62,
2016-10-18 16:00:00,3,0,"[16:00:00,16:20:00)",2016-10-18,16,109,2,109,
2016-10-18 16:00:00,3,1,"[16:00:00,16:20:00)",2016-10-18,16,84,2,84,
2016-10-18 16:20:00,1,0,"[16:20:00,16:40:00)",2016-10-18,16,45,2,45,
2016-10-18 16:20:00,1,1,"[16:20:00,16:40:00)",2016-10-18,16,84,2,84,
2016-10-18 16:20:00,2,0,"[16:20:00,16:40:00)",2016-10-18,16,63,2,63,
2016-10-18 16:20:00,3,0,"[16:20:00,16:40:00)",2016-10-18,16,117,2,117,
2016-10-18 16:20:00,3,1,"[16:20:00,16:40:00)",2016-10-18,16,92,2,92,
2016-10-18 16:40:00,1,0,"[16:40:00,17:00:00)",2016-10-18,16,53,2,53,
2016-10-18 16:40:00,1,1,"[16:40:00,17:00:00)",2016-10-18,16,113,2,113,
2016-10-18 16:40:00,2,0,"[16:40:00,17:00:00)",2016-10-18,16,83,2,83,
2016-10-18 16:40:00,3,0,"[16:40:00,17:00:00)",2016-10-18,16,118,2,118,
2016-10-18 16:40:00,3,1,"[16:40:00,17:00:00)",2016-10-18,16,83,2,83,
2016-10-19 06:00:00,1,0,"[06:00:00,06:20:00)",2016-10-19,6,12,3,12,
2016-10-19 06:00:00,1,1,"[06:00:00,06:20:00)",2016-10-19,6,48,3,48,
2016-10-19 06:00:00,2,0,"[06:00:00,06:20:00)",2016-10-19,6,26,3,26,
2016-10-19 06:00:00,3,0,"[06:00:00,06:20:00)",2016-10-19,6,24,3,24,
2016-10-19 06:00:00,3,1,"[06:00:00,06:20:00)",2016-10-19,6,21,3,21,
2016-10-19 06:20:00,1,0,"[06:20:00,06:40:00)",2016-10-19,6,16,3,16,
2016-10-19 06:20:00,1,1,"[06:20:00,06:40:00)",2016-10-19,6,28,3,28,
2016-10-19 06:20:00,2,0,"[06:20:00,06:40:00)",2016-10-19,6,45,3,45,
2016-10-19 06:20:00,3,0,"[06:20:00,06:40:00)",2016-10-19,6,57,3,57,
2016-10-19 06:20:00,3,1,"[06:20:00,06:40:00)",2016-10-19,6,26,3,26,
2016-10-19 06:40:00,1,0,"[06:40:00,07:00:00)",2016-10-19,6,17,3,17,
2016-10-19 06:40:00,1,1,"[06:40:00,07:00:00)",2016-10-19,6,57,3,57,
2016-10-19 06:40:00,2,0,"[06:40:00,07:00:00)",2016-10-19,6,47,3,47,
2016-10-19 06:40:00,3,0,"[06:40:00,07:00:00)",2016-10-19,6,75,3,75,
2016-10-19 06:40:00,3,1,"[06:40:00,07:00:00)",2016-10-19,6,43,3,43,
2016-10-19 07:00:00,1,0,"[07:00:00,07:20:00)",2016-10-19,7,22,3,22,
2016-10-19 07:00:00,1,1,"[07:00:00,07:20:00)",2016-10-19,7,67,3,67,
2016-10-19 07:00:00,2,0,"[07:00:00,07:20:00)",2016-10-19,7,87,3,87,
2016-10-19 07:00:00,3,0,"[07:00:00,07:20:00)",2016-10-19,7,119,3,119,
2016-10-19 07:00:00,3,1,"[07:00:00,07:20:00)",2016-10-19,7,53,3,53,
2016-10-19 07:20:00,1,0,"[07:20:00,07:40:00)",2016-10-19,7,38,3,38,
2016-10-19 07:20:00,1,1,"[07:20:00,07:40:00)",2016-10-19,7,98,3,98,
2016-10-19 07:20:00,2,0,"[07:20:00,07:40:00)",2016-10-19,7,95,3,95,
2016-10-19 07:20:00,3,0,"[07:20:00,07:40:00)",2016-10-19,7,137,3,137,
2016-10-19 07:20:00,3,1,"[07:20:00,07:40:00)",2016-10-19,7,63,3,63,
2016-10-19 07:40:00,1,0,"[07:40:00,08:00:00)",2016-10-19,7,41,3,41,
2016-10-19 07:40:00,1,1,"[07:40:00,08:00:00)",2016-10-19,7,103,3,103,
2016-10-19 07:40:00,2,0,"[07:40:00,08:00:00)",2016-10-19,7,99,3,99,
2016-10-19 07:40:00,3,0,"[07:40:00,08:00:00)",2016-10-19,7,152,3,152,
2016-10-19 07:40:00,3,1,"[07:40:00,08:00:00)",2016-10-19,7,104,3,104,
2016-10-19 15:00:00,1,0,"[15:00:00,15:20:00)",2016-10-19,15,40,3,40,
2016-10-19 15:00:00,1,1,"[15:00:00,15:20:00)",2016-10-19,15,83,3,83,
2016-10-19 15:00:00,2,0,"[15:00:00,15:20:00)",2016-10-19,15,70,3,70,
2016-10-19 15:00:00,3,0,"[15:00:00,15:20:00)",2016-10-19,15,107,3,107,
2016-10-19 15:00:00,3,1,"[15:00:00,15:20:00)",2016-10-19,15,99,3,99,
2016-10-19 15:20:00,1,0,"[15:20:00,15:40:00)",2016-10-19,15,34,3,34,
2016-10-19 15:20:00,1,1,"[15:20:00,15:40:00)",2016-10-19,15,99,3,99,
2016-10-19 15:20:00,2,0,"[15:20:00,15:40:00)",2016-10-19,15,69,3,69,
2016-10-19 15:20:00,3,0,"[15:20:00,15:40:00)",2016-10-19,15,96,3,96,
2016-10-19 15:20:00,3,1,"[15:20:00,15:40:00)",2016-10-19,15,108,3,108,
2016-10-19 15:40:00,1,0,"[15:40:00,16:00:00)",2016-10-19,15,50,3,50,
2016-10-19 15:40:00,1,1,"[15:40:00,16:00:00)",2016-10-19,15,92,3,92,
2016-10-19 15:40:00,2,0,"[15:40:00,16:00:00)",2016-10-19,15,58,3,58,
2016-10-19 15:40:00,3,0,"[15:40:00,16:00:00)",2016-10-19,15,95,3,95,
2016-10-19 15:40:00,3,1,"[15:40:00,16:00:00)",2016-10-19,15,79,3,79,
2016-10-19 16:00:00,1,0,"[16:00:00,16:20:00)",2016-10-19,16,39,3,39,
2016-10-19 16:00:00,1,1,"[16:00:00,16:20:00)",2016-10-19,16,82,3,82,
2016-10-19 16:00:00,2,0,"[16:00:00,16:20:00)",2016-10-19,16,55,3,55,
2016-10-19 16:00:00,3,0,"[16:00:00,16:20:00)",2016-10-19,16,109,3,109,
2016-10-19 16:00:00,3,1,"[16:00:00,16:20:00)",2016-10-19,16,82,3,82,
2016-10-19 16:20:00,1,0,"[16:20:00,16:40:00)",2016-10-19,16,40,3,40,
2016-10-19 16:20:00,1,1,"[16:20:00,16:40:00)",2016-10-19,16,80,3,80,
2016-10-19 16:20:00,2,0,"[16:20:00,16:40:00)",2016-10-19,16,61,3,61,
2016-10-19 16:20:00,3,0,"[16:20:00,16:40:00)",2016-10-19,16,105,3,105,
2016-10-19 16:20:00,3,1,"[16:20:00,16:40:00)",2016-10-19,16,89,3,89,
2016-10-19 16:40:00,1,0,"[16:40:00,17:00:00)",2016-10-19,16,36,3,36,
2016-10-19 16:40:00,1,1,"[16:40:00,17:00:00)",2016-10-19,16,85,3,85,
2016-10-19 16:40:00,2,0,"[16:40:00,17:00:00)",2016-10-19,16,64,3,64,
2016-10-19 16:40:00,3,0,"[16:40:00,17:00:00)",2016-10-19,16,95,3,95,
2016-10-19 16:40:00,3,1,"[16:40:00,17:00:00)",2016-10-19,16,75,3,75,
2016-10-20 06:00:00,1,0,"[06:00:00,06:20:00)",2016-10-20,6,8,4,8,
2016-10-20 06:00:00,1,1,"[06:00:00,06:20:00)",2016-10-20,6,46,4,46,
2016-10-20 06:00:00,2,0,"[06:00:00,06:20:00)",2016-10-20,6,21,4,21,
2016-10-20 06:00:00,3,0,"[06:00:00,06:20:00)",2016-10-20,6,37,4,37,
2016-10-20 06:00:00,3,1,"[06:00:00,06:20:00)",2016-10-20,6,16,4,16,
2016-10-20 06:20:00,1,0,"[06:20:00,06:40:00)",2016-10-20,6,16,4,16,
2016-10-20 06:20:00,1,1,"[06:20:00,06:40:00)",2016-10-20,6,27,4,27,
2016-10-20 06:20:00,2,0,"[06:20:00,06:40:00)",2016-10-20,6,23,4,23,
2016-10-20 06:20:00,3,0,"[06:20:00,06:40:00)",2016-10-20,6,44,4,44,
2016-10-20 06:20:00,3,1,"[06:20:00,06:40:00)",2016-10-20,6,49,4,49,
2016-10-20 06:40:00,1,0,"[06:40:00,07:00:00)",2016-10-20,6,23,4,23,
2016-10-20 06:40:00,1,1,"[06:40:00,07:00:00)",2016-10-20,6,55,4,55,
2016-10-20 06:40:00,2,0,"[06:40:00,07:00:00)",2016-10-20,6,42,4,42,
2016-10-20 06:40:00,3,0,"[06:40:00,07:00:00)",2016-10-20,6,73,4,73,
2016-10-20 06:40:00,3,1,"[06:40:00,07:00:00)",2016-10-20,6,37,4,37,
2016-10-20 07:00:00,1,0,"[07:00:00,07:20:00)",2016-10-20,7,22,4,22,
2016-10-20 07:00:00,1,1,"[07:00:00,07:20:00)",2016-10-20,7,71,4,71,
2016-10-20 07:00:00,2,0,"[07:00:00,07:20:00)",2016-10-20,7,76,4,76,
2016-10-20 07:00:00,3,0,"[07:00:00,07:20:00)",2016-10-20,7,114,4,114,
2016-10-20 07:00:00,3,1,"[07:00:00,07:20:00)",2016-10-20,7,47,4,47,
2016-10-20 07:20:00,1,0,"[07:20:00,07:40:00)",2016-10-20,7,33,4,33,
2016-10-20 07:20:00,1,1,"[07:20:00,07:40:00)",2016-10-20,7,88,4,88,
2016-10-20 07:20:00,2,0,"[07:20:00,07:40:00)",2016-10-20,7,89,4,89,
2016-10-20 07:20:00,3,0,"[07:20:00,07:40:00)",2016-10-20,7,123,4,123,
2016-10-20 07:20:00,3,1,"[07:20:00,07:40:00)",2016-10-20,7,60,4,60,
2016-10-20 07:40:00,1,0,"[07:40:00,08:00:00)",2016-10-20,7,37,4,37,
2016-10-20 07:40:00,1,1,"[07:40:00,08:00:00)",2016-10-20,7,111,4,111,
2016-10-20 07:40:00,2,0,"[07:40:00,08:00:00)",2016-10-20,7,112,4,112,
2016-10-20 07:40:00,3,0,"[07:40:00,08:00:00)",2016-10-20,7,120,4,120,
2016-10-20 07:40:00,3,1,"[07:40:00,08:00:00)",2016-10-20,7,104,4,104,
2016-10-20 15:00:00,1,0,"[15:00:00,15:20:00)",2016-10-20,15,40,4,40,
2016-10-20 15:00:00,1,1,"[15:00:00,15:20:00)",2016-10-20,15,97,4,97,
2016-10-20 15:00:00,2,0,"[15:00:00,15:20:00)",2016-10-20,15,72,4,72,
2016-10-20 15:00:00,3,0,"[15:00:00,15:20:00)",2016-10-20,15,92,4,92,
2016-10-20 15:00:00,3,1,"[15:00:00,15:20:00)",2016-10-20,15,100,4,100,
2016-10-20 15:20:00,1,0,"[15:20:00,15:40:00)",2016-10-20,15,41,4,41,
2016-10-20 15:20:00,1,1,"[15:20:00,15:40:00)",2016-10-20,15,115,4,115,
2016-10-20 15:20:00,2,0,"[15:20:00,15:40:00)",2016-10-20,15,79,4,79,
2016-10-20 15:20:00,3,0,"[15:20:00,15:40:00)",2016-10-20,15,107,4,107,
2016-10-20 15:20:00,3,1,"[15:20:00,15:40:00)",2016-10-20,15,105,4,105,
2016-10-20 15:40:00,1,0,"[15:40:00,16:00:00)",2016-10-20,15,42,4,42,
2016-10-20 15:40:00,1,1,"[15:40:00,16:00:00)",2016-10-20,15,120,4,120,
2016-10-20 15:40:00,2,0,"[15:40:00,16:00:00)",2016-10-20,15,70,4,70,
2016-10-20 15:40:00,3,0,"[15:40:00,16:00:00)",2016-10-20,15,108,4,108,
2016-10-20 15:40:00,3,1,"[15:40:00,16:00:00)",2016-10-20,15,74,4,74,
2016-10-20 16:00:00,1,0,"[16:00:00,16:20:00)",2016-10-20,16,46,4,46,
2016-10-20 16:00:00,1,1,"[16:00:00,16:20:00)",2016-10-20,16,90,4,90,
2016-10-20 16:00:00,2,0,"[16:00:00,16:20:00)",2016-10-20,16,66,4,66,
2016-10-20 16:00:00,3,0,"[16:00:00,16:20:00)",2016-10-20,16,121,4,121,
2016-10-20 16:00:00,3,1,"[16:00:00,16:20:00)",2016-10-20,16,92,4,92,
2016-10-20 16:20:00,1,0,"[16:20:00,16:40:00)",2016-10-20,16,36,4,36,
2016-10-20 16:20:00,1,1,"[16:20:00,16:40:00)",2016-10-20,16,73,4,73,
2016-10-20 16:20:00,2,0,"[16:20:00,16:40:00)",2016-10-20,16,67,4,67,
2016-10-20 16:20:00,3,0,"[16:20:00,16:40:00)",2016-10-20,16,106,4,106,
2016-10-20 16:20:00,3,1,"[16:20:00,16:40:00)",2016-10-20,16,84,4,84,
2016-10-20 16:40:00,1,0,"[16:40:00,17:00:00)",2016-10-20,16,37,4,37,
2016-10-20 16:40:00,1,1,"[16:40:00,17:00:00)",2016-10-20,16,119,4,119,
2016-10-20 16:40:00,2,0,"[16:40:00,17:00:00)",2016-10-20,16,75,4,75,
2016-10-20 16:40:00,3,0,"[16:40:00,17:00:00)",2016-10-20,16,147,4,147,
2016-10-20 16:40:00,3,1,"[16:40:00,17:00:00)",2016-10-20,16,88,4,88,
2016-10-21 06:00:00,1,0,"[06:00:00,06:20:00)",2016-10-21,6,8,5,8,
2016-10-21 06:00:00,1,1,"[06:00:00,06:20:00)",2016-10-21,6,33,5,33,
2016-10-21 06:00:00,2,0,"[06:00:00,06:20:00)",2016-10-21,6,16,5,16,
2016-10-21 06:00:00,3,0,"[06:00:00,06:20:00)",2016-10-21,6,22,5,22,
2016-10-21 06:00:00,3,1,"[06:00:00,06:20:00)",2016-10-21,6,21,5,21,
2016-10-21 06:20:00,1,0,"[06:20:00,06:40:00)",2016-10-21,6,13,5,13,
2016-10-21 06:20:00,1,1,"[06:20:00,06:40:00)",2016-10-21,6,39,5,39,
2016-10-21 06:20:00,2,0,"[06:20:00,06:40:00)",2016-10-21,6,24,5,24,
2016-10-21 06:20:00,3,0,"[06:20:00,06:40:00)",2016-10-21,6,49,5,49,
2016-10-21 06:20:00,3,1,"[06:20:00,06:40:00)",2016-10-21,6,28,5,28,
2016-10-21 06:40:00,1,0,"[06:40:00,07:00:00)",2016-10-21,6,21,5,21,
2016-10-21 06:40:00,1,1,"[06:40:00,07:00:00)",2016-10-21,6,54,5,54,
2016-10-21 06:40:00,2,0,"[06:40:00,07:00:00)",2016-10-21,6,39,5,39,
2016-10-21 06:40:00,3,0,"[06:40:00,07:00:00)",2016-10-21,6,66,5,66,
2016-10-21 06:40:00,3,1,"[06:40:00,07:00:00)",2016-10-21,6,42,5,42,
2016-10-21 07:00:00,1,0,"[07:00:00,07:20:00)",2016-10-21,7,32,5,32,
2016-10-21 07:00:00,1,1,"[07:00:00,07:20:00)",2016-10-21,7,65,5,65,
2016-10-21 07:00:00,2,0,"[07:00:00,07:20:00)",2016-10-21,7,66,5,66,
2016-10-21 07:00:00,3,0,"[07:00:00,07:20:00)",2016-10-21,7,116,5,116,
2016-10-21 07:00:00,3,1,"[07:00:00,07:20:00)",2016-10-21,7,54,5,54,
2016-10-21 07:20:00,1,0,"[07:20:00,07:40:00)",2016-10-21,7,41,5,41,
2016-10-21 07:20:00,1,1,"[07:20:00,07:40:00)",2016-10-21,7,102,5,102,
2016-10-21 07:20:00,2,0,"[07:20:00,07:40:00)",2016-10-21,7,77,5,77,
2016-10-21 07:20:00,3,0,"[07:20:00,07:40:00)",2016-10-21,7,135,5,135,
2016-10-21 07:20:00,3,1,"[07:20:00,07:40:00)",2016-10-21,7,76,5,76,
2016-10-21 07:40:00,1,0,"[07:40:00,08:00:00)",2016-10-21,7,38,5,38,
2016-10-21 07:40:00,1,1,"[07:40:00,08:00:00)",2016-10-21,7,87,5,87,
2016-10-21 07:40:00,2,0,"[07:40:00,08:00:00)",2016-10-21,7,90,5,90,
2016-10-21 07:40:00,3,0,"[07:40:00,08:00:00)",2016-10-21,7,155,5,155,
