time,tollgate_id,direction,time_window,volume
2016-10-25 06:00:00,1,0,"[06:00:00,06:20:00)",10
2016-10-25 06:00:00,1,1,"[06:00:00,06:20:00)",37
2016-10-25 06:00:00,2,0,"[06:00:00,06:20:00)",29
2016-10-25 06:00:00,3,0,"[06:00:00,06:20:00)",28
2016-10-25 06:00:00,3,1,"[06:00:00,06:20:00)",30
2016-10-25 06:20:00,1,0,"[06:20:00,06:40:00)",17
2016-10-25 06:20:00,1,1,"[06:20:00,06:40:00)",54
2016-10-25 06:20:00,2,0,"[06:20:00,06:40:00)",26
2016-10-25 06:20:00,3,0,"[06:20:00,06:40:00)",48
2016-10-25 06:20:00,3,1,"[06:20:00,06:40:00)",31
2016-10-25 06:40:00,1,0,"[06:40:00,07:00:00)",30
2016-10-25 06:40:00,1,1,"[06:40:00,07:00:00)",60
2016-10-25 06:40:00,2,0,"[06:40:00,07:00:00)",40
2016-10-25 06:40:00,3,0,"[06:40:00,07:00:00)",91
2016-10-25 06:40:00,3,1,"[06:40:00,07:00:00)",41
2016-10-25 07:00:00,1,0,"[07:00:00,07:20:00)",25
2016-10-25 07:00:00,1,1,"[07:00:00,07:20:00)",66
2016-10-25 07:00:00,2,0,"[07:00:00,07:20:00)",83
2016-10-25 07:00:00,3,0,"[07:00:00,07:20:00)",124
2016-10-25 07:00:00,3,1,"[07:00:00,07:20:00)",59
2016-10-25 07:20:00,1,0,"[07:20:00,07:40:00)",38
2016-10-25 07:20:00,1,1,"[07:20:00,07:40:00)",99
2016-10-25 07:20:00,2,0,"[07:20:00,07:40:00)",95
2016-10-25 07:20:00,3,0,"[07:20:00,07:40:00)",115
2016-10-25 07:20:00,3,1,"[07:20:00,07:40:00)",84
2016-10-25 07:40:00,1,0,"[07:40:00,08:00:00)",44
2016-10-25 07:40:00,1,1,"[07:40:00,08:00:00)",132
2016-10-25 07:40:00,2,0,"[07:40:00,08:00:00)",89
2016-10-25 07:40:00,3,0,"[07:40:00,08:00:00)",134
2016-10-25 07:40:00,3,1,"[07:40:00,08:00:00)",81
2016-10-25 15:00:00,1,0,"[15:00:00,15:20:00)",52
2016-10-25 15:00:00,1,1,"[15:00:00,15:20:00)",91
2016-10-25 15:00:00,2,0,"[15:00:00,15:20:00)",76
2016-10-25 15:00:00,3,0,"[15:00:00,15:20:00)",117
2016-10-25 15:00:00,3,1,"[15:00:00,15:20:00)",76
2016-10-25 15:20:00,1,0,"[15:20:00,15:40:00)",42
2016-10-25 15:20:00,1,1,"[15:20:00,15:40:00)",108
2016-10-25 15:20:00,2,0,"[15:20:00,15:40:00)",64
2016-10-25 15:20:00,3,0,"[15:20:00,15:40:00)",119
2016-10-25 15:20:00,3,1,"[15:20:00,15:40:00)",101
2016-10-25 15:40:00,1,0,"[15:40:00,16:00:00)",46
2016-10-25 15:40:00,1,1,"[15:40:00,16:00:00)",88
2016-10-25 15:40:00,2,0,"[15:40:00,16:00:00)",98
2016-10-25 15:40:00,3,0,"[15:40:00,16:00:00)",117
2016-10-25 15:40:00,3,1,"[15:40:00,16:00:00)",79
2016-10-25 16:00:00,1,0,"[16:00:00,16:20:00)",47
2016-10-25 16:00:00,1,1,"[16:00:00,16:20:00)",110
2016-10-25 16:00:00,2,0,"[16:00:00,16:20:00)",78
2016-10-25 16:00:00,3,0,"[16:00:00,16:20:00)",122
2016-10-25 16:00:00,3,1,"[16:00:00,16:20:00)",91
2016-10-25 16:20:00,1,0,"[16:20:00,16:40:00)",40
2016-10-25 16:20:00,1,1,"[16:20:00,16:40:00)",102
2016-10-25 16:20:00,2,0,"[16:20:00,16:40:00)",83
2016-10-25 16:20:00,3,0,"[16:20:00,16:40:00)",137
2016-10-25 16:20:00,3,1,"[16:20:00,16:40:00)",100
2016-10-25 16:40:00,1,0,"[16:40:00,17:00:00)",50
2016-10-25 16:40:00,1,1,"[16:40:00,17:00:00)",103
2016-10-25 16:40:00,2,0,"[16:40:00,17:00:00)",68
2016-10-25 16:40:00,3,0,"[16:40:00,17:00:00)",113
2016-10-25 16:40:00,3,1,"[16:40:00,17:00:00)",96
2016-10-26 06:00:00,1,0,"[06:00:00,06:20:00)",12
2016-10-26 06:00:00,1,1,"[06:00:00,06:20:00)",37
2016-10-26 06:00:00,2,0,"[06:00:00,06:20:00)",32
2016-10-26 06:00:00,3,0,"[06:00:00,06:20:00)",24
2016-10-26 06:00:00,3,1,"[06:00:00,06:20:00)",21
2016-10-26 06:20:00,1,0,"[06:20:00,06:40:00)",9
2016-10-26 06:20:00,1,1,"[06:20:00,06:40:00)",50
2016-10-26 06:20:00,2,0,"[06:20:00,06:40:00)",27
2016-10-26 06:20:00,3,0,"[06:20:00,06:40:00)",50
2016-10-26 06:20:00,3,1,"[06:20:00,06:40:00)",36
2016-10-26 06:40:00,1,0,"[06:40:00,07:00:00)",25
2016-10-26 06:40:00,1,1,"[06:40:00,07:00:00)",57
2016-10-26 06:40:00,2,0,"[06:40:00,07:00:00)",39
2016-10-26 06:40:00,3,0,"[06:40:00,07:00:00)",73
2016-10-26 06:40:00,3,1,"[06:40:00,07:00:00)",41
2016-10-26 07:00:00,1,0,"[07:00:00,07:20:00)",31
2016-10-26 07:00:00,1,1,"[07:00:00,07:20:00)",68
2016-10-26 07:00:00,2,0,"[07:00:00,07:20:00)",73
2016-10-26 07:00:00,3,0,"[07:00:00,07:20:00)",123
2016-10-26 07:00:00,3,1,"[07:00:00,07:20:00)",50
2016-10-26 07:20:00,1,0,"[07:20:00,07:40:00)",31
2016-10-26 07:20:00,1,1,"[07:20:00,07:40:00)",94
2016-10-26 07:20:00,2,0,"[07:20:00,07:40:00)",86
2016-10-26 07:20:00,3,0,"[07:20:00,07:40:00)",116
2016-10-26 07:20:00,3,1,"[07:20:00,07:40:00)",78
2016-10-26 07:40:00,1,0,"[07:40:00,08:00:00)",45
2016-10-26 07:40:00,1,1,"[07:40:00,08:00:00)",105
2016-10-26 07:40:00,2,0,"[07:40:00,08:00:00)",94
2016-10-26 07:40:00,3,0,"[07:40:00,08:00:00)",134
2016-10-26 07:40:00,3,1,"[07:40:00,08:00:00)",85
2016-10-26 15:00:00,1,0,"[15:00:00,15:20:00)",38
2016-10-26 15:00:00,1,1,"[15:00:00,15:20:00)",91
2016-10-26 15:00:00,2,0,"[15:00:00,15:20:00)",71
2016-10-26 15:00:00,3,0,"[15:00:00,15:20:00)",111
2016-10-26 15:00:00,3,1,"[15:00:00,15:20:00)",77
2016-10-26 15:20:00,1,0,"[15:20:00,15:40:00)",35
2016-10-26 15:20:00,1,1,"[15:20:00,15:40:00)",93
2016-10-26 15:20:00,2,0,"[15:20:00,15:40:00)",58
2016-10-26 15:20:00,3,0,"[15:20:00,15:40:00)",101
2016-10-26 15:20:00,3,1,"[15:20:00,15:40:00)",78
2016-10-26 15:40:00,1,0,"[15:40:00,16:00:00)",44
2016-10-26 15:40:00,1,1,"[15:40:00,16:00:00)",99
2016-10-26 15:40:00,2,0,"[15:40:00,16:00:00)",73
2016-10-26 15:40:00,3,0,"[15:40:00,16:00:00)",108
2016-10-26 15:40:00,3,1,"[15:40:00,16:00:00)",77
2016-10-26 16:00:00,1,0,"[16:00:00,16:20:00)",49
2016-10-26 16:00:00,1,1,"[16:00:00,16:20:00)",105
2016-10-26 16:00:00,2,0,"[16:00:00,16:20:00)",67
2016-10-26 16:00:00,3,0,"[16:00:00,16:20:00)",121
2016-10-26 16:00:00,3,1,"[16:00:00,16:20:00)",80
2016-10-26 16:20:00,1,0,"[16:20:00,16:40:00)",45
2016-10-26 16:20:00,1,1,"[16:20:00,16:40:00)",108
2016-10-26 16:20:00,2,0,"[16:20:00,16:40:00)",80
2016-10-26 16:20:00,3,0,"[16:20:00,16:40:00)",129
2016-10-26 16:20:00,3,1,"[16:20:00,16:40:00)",91
2016-10-26 16:40:00,1,0,"[16:40:00,17:00:00)",45
2016-10-26 16:40:00,1,1,"[16:40:00,17:00:00)",103
2016-10-26 16:40:00,2,0,"[16:40:00,17:00:00)",89
2016-10-26 16:40:00,3,0,"[16:40:00,17:00:00)",121
2016-10-26 16:40:00,3,1,"[16:40:00,17:00:00)",118
2016-10-27 06:00:00,1,0,"[06:00:00,06:20:00)",14
2016-10-27 06:00:00,1,1,"[06:00:00,06:20:00)",37
2016-10-27 06:00:00,2,0,"[06:00:00,06:20:00)",20
2016-10-27 06:00:00,3,0,"[06:00:00,06:20:00)",23
2016-10-27 06:00:00,3,1,"[06:00:00,06:20:00)",24
2016-10-27 06:20:00,1,0,"[06:20:00,06:40:00)",14
2016-10-27 06:20:00,1,1,"[06:20:00,06:40:00)",46
2016-10-27 06:20:00,2,0,"[06:20:00,06:40:00)",36
2016-10-27 06:20:00,3,0,"[06:20:00,06:40:00)",40
2016-10-27 06:20:00,3,1,"[06:20:00,06:40:00)",25
2016-10-27 06:40:00,1,0,"[06:40:00,07:00:00)",22
2016-10-27 06:40:00,1,1,"[06:40:00,07:00:00)",51
2016-10-27 06:40:00,2,0,"[06:40:00,07:00:00)",50
2016-10-27 06:40:00,3,0,"[06:40:00,07:00:00)",61
2016-10-27 06:40:00,3,1,"[06:40:00,07:00:00)",49
2016-10-27 07:00:00,1,0,"[07:00:00,07:20:00)",20
2016-10-27 07:00:00,1,1,"[07:00:00,07:20:00)",61
2016-10-27 07:00:00,2,0,"[07:00:00,07:20:00)",68
2016-10-27 07:00:00,3,0,"[07:00:00,07:20:00)",116
2016-10-27 07:00:00,3,1,"[07:00:00,07:20:00)",51
2016-10-27 07:20:00,1,0,"[07:20:00,07:40:00)",36
2016-10-27 07:20:00,1,1,"[07:20:00,07:40:00)",92
2016-10-27 07:20:00,2,0,"[07:20:00,07:40:00)",80
2016-10-27 07:20:00,3,0,"[07:20:00,07:40:00)",107
2016-10-27 07:20:00,3,1,"[07:20:00,07:40:00)",89
2016-10-27 07:40:00,1,0,"[07:40:00,08:00:00)",42
2016-10-27 07:40:00,1,1,"[07:40:00,08:00:00)",99
2016-10-27 07:40:00,2,0,"[07:40:00,08:00:00)",113
2016-10-27 07:40:00,3,0,"[07:40:00,08:00:00)",126
2016-10-27 07:40:00,3,1,"[07:40:00,08:00:00)",84
2016-10-27 15:00:00,1,0,"[15:00:00,15:20:00)",39
2016-10-27 15:00:00,1,1,"[15:00:00,15:20:00)",84
2016-10-27 15:00:00,2,0,"[15:00:00,15:20:00)",58
2016-10-27 15:00:00,3,0,"[15:00:00,15:20:00)",104
2016-10-27 15:00:00,3,1,"[15:00:00,15:20:00)",96
2016-10-27 15:20:00,1,0,"[15:20:00,15:40:00)",37
2016-10-27 15:20:00,1,1,"[15:20:00,15:40:00)",98
2016-10-27 15:20:00,2,0,"[15:20:00,15:40:00)",53
2016-10-27 15:20:00,3,0,"[15:20:00,15:40:00)",90
2016-10-27 15:20:00,3,1,"[15:20:00,15:40:00)",87
2016-10-27 15:40:00,1,0,"[15:40:00,16:00:00)",45
2016-10-27 15:40:00,1,1,"[15:40:00,16:00:00)",95
2016-10-27 15:40:00,2,0,"[15:40:00,16:00:00)",79
2016-10-27 15:40:00,3,0,"[15:40:00,16:00:00)",98
2016-10-27 15:40:00,3,1,"[15:40:00,16:00:00)",78
2016-10-27 16:00:00,1,0,"[16:00:00,16:20:00)",49
2016-10-27 16:00:00,1,1,"[16:00:00,16:20:00)",93
2016-10-27 16:00:00,2,0,"[16:00:00,16:20:00)",57
2016-10-27 16:00:00,3,0,"[16:00:00,16:20:00)",107
2016-10-27 16:00:00,3,1,"[16:00:00,16:20:00)",102
2016-10-27 16:20:00,1,0,"[16:20:00,16:40:00)",41
2016-10-27 16:20:00,1,1,"[16:20:00,16:40:00)",89
2016-10-27 16:20:00,2,0,"[16:20:00,16:40:00)",72
2016-10-27 16:20:00,3,0,"[16:20:00,16:40:00)",118
2016-10-27 16:20:00,3,1,"[16:20:00,16:40:00)",106
2016-10-27 16:40:00,1,0,"[16:40:00,17:00:00)",45
2016-10-27 16:40:00,1,1,"[16:40:00,17:00:00)",101
2016-10-27 16:40:00,2,0,"[16:40:00,17:00:00)",80
2016-10-27 16:40:00,3,0,"[16:40:00,17:00:00)",117
2016-10-27 16:40:00,3,1,"[16:40:00,17:00:00)",113
2016-10-28 06:00:00,1,0,"[06:00:00,06:20:00)",8
2016-10-28 06:00:00,1,1,"[06:00:00,06:20:00)",35
2016-10-28 06:00:00,2,0,"[06:00:00,06:20:00)",18
2016-10-28 06:00:00,3,0,"[06:00:00,06:20:00)",25
2016-10-28 06:00:00,3,1,"[06:00:00,06:20:00)",19
2016-10-28 06:20:00,1,0,"[06:20:00,06:40:00)",21
2016-10-28 06:20:00,1,1,"[06:20:00,06:40:00)",55
2016-10-28 06:20:00,2,0,"[06:20:00,06:40:00)",23
2016-10-28 06:20:00,3,0,"[06:20:00,06:40:00)",51
2016-10-28 06:20:00,3,1,"[06:20:00,06:40:00)",19
2016-10-28 06:40:00,1,0,"[06:40:00,07:00:00)",14
2016-10-28 06:40:00,1,1,"[06:40:00,07:00:00)",65
2016-10-28 06:40:00,2,0,"[06:40:00,07:00:00)",51
2016-10-28 06:40:00,3,0,"[06:40:00,07:00:00)",69
2016-10-28 06:40:00,3,1,"[06:40:00,07:00:00)",50
2016-10-28 07:00:00,1,0,"[07:00:00,07:20:00)",28
2016-10-28 07:00:00,1,1,"[07:00:00,07:20:00)",83
2016-10-28 07:00:00,2,0,"[07:00:00,07:20:00)",65
2016-10-28 07:00:00,3,0,"[07:00:00,07:20:00)",115
2016-10-28 07:00:00,3,1,"[07:00:00,07:20:00)",52
2016-10-28 07:20:00,1,0,"[07:20:00,07:40:00)",37
2016-10-28 07:20:00,1,1,"[07:20:00,07:40:00)",96
2016-10-28 07:20:00,2,0,"[07:20:00,07:40:00)",97
2016-10-28 07:20:00,3,0,"[07:20:00,07:40:00)",98
2016-10-28 07:20:00,3,1,"[07:20:00,07:40:00)",57
2016-10-28 07:40:00,1,0,"[07:40:00,08:00:00)",46
2016-10-28 07:40:00,1,1,"[07:40:00,08:00:00)",110
2016-10-28 07:40:00,2,0,"[07:40:00,08:00:00)",94
2016-10-28 07:40:00,3,0,"[07:40:00,08:00:00)",143
