time,tollgate_id,direction,time_window,volume
2016-10-28 07:40:00,3,1,"[07:40:00,08:00:00)",77
2016-10-28 15:00:00,1,0,"[15:00:00,15:20:00)",62
2016-10-28 15:00:00,1,1,"[15:00:00,15:20:00)",96
2016-10-28 15:00:00,2,0,"[15:00:00,15:20:00)",86
2016-10-28 15:00:00,3,0,"[15:00:00,15:20:00)",136
2016-10-28 15:00:00,3,1,"[15:00:00,15:20:00)",126
2016-10-28 15:20:00,1,0,"[15:20:00,15:40:00)",48
2016-10-28 15:20:00,1,1,"[15:20:00,15:40:00)",116
2016-10-28 15:20:00,2,0,"[15:20:00,15:40:00)",94
2016-10-28 15:20:00,3,0,"[15:20:00,15:40:00)",141
2016-10-28 15:20:00,3,1,"[15:20:00,15:40:00)",119
2016-10-28 15:40:00,1,0,"[15:40:00,16:00:00)",56
2016-10-28 15:40:00,1,1,"[15:40:00,16:00:00)",106
2016-10-28 15:40:00,2,0,"[15:40:00,16:00:00)",104
2016-10-28 15:40:00,3,0,"[15:40:00,16:00:00)",168
2016-10-28 15:40:00,3,1,"[15:40:00,16:00:00)",100
2016-10-28 16:00:00,1,0,"[16:00:00,16:20:00)",78
2016-10-28 16:00:00,1,1,"[16:00:00,16:20:00)",130
2016-10-28 16:00:00,2,0,"[16:00:00,16:20:00)",81
2016-10-28 16:00:00,3,0,"[16:00:00,16:20:00)",148
2016-10-28 16:00:00,3,1,"[16:00:00,16:20:00)",95
2016-10-28 16:20:00,1,0,"[16:20:00,16:40:00)",66
2016-10-28 16:20:00,1,1,"[16:20:00,16:40:00)",102
2016-10-28 16:20:00,2,0,"[16:20:00,16:40:00)",93
2016-10-28 16:20:00,3,0,"[16:20:00,16:40:00)",148
2016-10-28 16:20:00,3,1,"[16:20:00,16:40:00)",103
2016-10-28 16:40:00,1,0,"[16:40:00,17:00:00)",57
2016-10-28 16:40:00,1,1,"[16:40:00,17:00:00)",107
2016-10-28 16:40:00,2,0,"[16:40:00,17:00:00)",108
2016-10-28 16:40:00,3,0,"[16:40:00,17:00:00)",138
2016-10-28 16:40:00,3,1,"[16:40:00,17:00:00)",90
2016-10-29 06:00:00,1,0,"[06:00:00,06:20:00)",11
2016-10-29 06:00:00,1,1,"[06:00:00,06:20:00)",32
2016-10-29 06:00:00,2,0,"[06:00:00,06:20:00)",23
2016-10-29 06:00:00,3,0,"[06:00:00,06:20:00)",26
2016-10-29 06:00:00,3,1,"[06:00:00,06:20:00)",13
2016-10-29 06:20:00,1,0,"[06:20:00,06:40:00)",17
2016-10-29 06:20:00,1,1,"[06:20:00,06:40:00)",39
2016-10-29 06:20:00,2,0,"[06:20:00,06:40:00)",42
2016-10-29 06:20:00,3,0,"[06:20:00,06:40:00)",38
2016-10-29 06:20:00,3,1,"[06:20:00,06:40:00)",28
2016-10-29 06:40:00,1,0,"[06:40:00,07:00:00)",19
2016-10-29 06:40:00,1,1,"[06:40:00,07:00:00)",58
2016-10-29 06:40:00,2,0,"[06:40:00,07:00:00)",40
2016-10-29 06:40:00,3,0,"[06:40:00,07:00:00)",58
2016-10-29 06:40:00,3,1,"[06:40:00,07:00:00)",32
2016-10-29 07:00:00,1,0,"[07:00:00,07:20:00)",27
2016-10-29 07:00:00,1,1,"[07:00:00,07:20:00)",57
2016-10-29 07:00:00,2,0,"[07:00:00,07:20:00)",34
2016-10-29 07:00:00,3,0,"[07:00:00,07:20:00)",65
2016-10-29 07:00:00,3,1,"[07:00:00,07:20:00)",52
2016-10-29 07:20:00,1,0,"[07:20:00,07:40:00)",37
2016-10-29 07:20:00,1,1,"[07:20:00,07:40:00)",78
2016-10-29 07:20:00,2,0,"[07:20:00,07:40:00)",53
2016-10-29 07:20:00,3,0,"[07:20:00,07:40:00)",74
2016-10-29 07:20:00,3,1,"[07:20:00,07:40:00)",63
2016-10-29 07:40:00,1,0,"[07:40:00,08:00:00)",23
2016-10-29 07:40:00,1,1,"[07:40:00,08:00:00)",86
2016-10-29 07:40:00,2,0,"[07:40:00,08:00:00)",59
2016-10-29 07:40:00,3,0,"[07:40:00,08:00:00)",91
2016-10-29 07:40:00,3,1,"[07:40:00,08:00:00)",64
2016-10-29 15:00:00,1,0,"[15:00:00,15:20:00)",60
2016-10-29 15:00:00,1,1,"[15:00:00,15:20:00)",94
2016-10-29 15:00:00,2,0,"[15:00:00,15:20:00)",91
2016-10-29 15:00:00,3,0,"[15:00:00,15:20:00)",123
2016-10-29 15:00:00,3,1,"[15:00:00,15:20:00)",79
2016-10-29 15:20:00,1,0,"[15:20:00,15:40:00)",48
2016-10-29 15:20:00,1,1,"[15:20:00,15:40:00)",70
2016-10-29 15:20:00,2,0,"[15:20:00,15:40:00)",77
2016-10-29 15:20:00,3,0,"[15:20:00,15:40:00)",115
2016-10-29 15:20:00,3,1,"[15:20:00,15:40:00)",75
2016-10-29 15:40:00,1,0,"[15:40:00,16:00:00)",51
2016-10-29 15:40:00,1,1,"[15:40:00,16:00:00)",83
2016-10-29 15:40:00,2,0,"[15:40:00,16:00:00)",81
2016-10-29 15:40:00,3,0,"[15:40:00,16:00:00)",109
2016-10-29 15:40:00,3,1,"[15:40:00,16:00:00)",100
2016-10-29 16:00:00,1,0,"[16:00:00,16:20:00)",47
2016-10-29 16:00:00,1,1,"[16:00:00,16:20:00)",98
2016-10-29 16:00:00,2,0,"[16:00:00,16:20:00)",75
2016-10-29 16:00:00,3,0,"[16:00:00,16:20:00)",121
2016-10-29 16:00:00,3,1,"[16:00:00,16:20:00)",97
2016-10-29 16:20:00,1,0,"[16:20:00,16:40:00)",62
2016-10-29 16:20:00,1,1,"[16:20:00,16:40:00)",90
2016-10-29 16:20:00,2,0,"[16:20:00,16:40:00)",78
2016-10-29 16:20:00,3,0,"[16:20:00,16:40:00)",131
2016-10-29 16:20:00,3,1,"[16:20:00,16:40:00)",88
2016-10-29 16:40:00,1,0,"[16:40:00,17:00:00)",48
2016-10-29 16:40:00,1,1,"[16:40:00,17:00:00)",105
2016-10-29 16:40:00,2,0,"[16:40:00,17:00:00)",79
2016-10-29 16:40:00,3,0,"[16:40:00,17:00:00)",92
2016-10-29 16:40:00,3,1,"[16:40:00,17:00:00)",74
2016-10-30 06:00:00,1,0,"[06:00:00,06:20:00)",18
2016-10-30 06:00:00,1,1,"[06:00:00,06:20:00)",42
2016-10-30 06:00:00,2,0,"[06:00:00,06:20:00)",5
2016-10-30 06:00:00,3,0,"[06:00:00,06:20:00)",15
2016-10-30 06:00:00,3,1,"[06:00:00,06:20:00)",21
2016-10-30 06:20:00,1,0,"[06:20:00,06:40:00)",25
2016-10-30 06:20:00,1,1,"[06:20:00,06:40:00)",42
2016-10-30 06:20:00,2,0,"[06:20:00,06:40:00)",3
2016-10-30 06:20:00,3,0,"[06:20:00,06:40:00)",37
2016-10-30 06:20:00,3,1,"[06:20:00,06:40:00)",33
2016-10-30 06:40:00,1,0,"[06:40:00,07:00:00)",30
2016-10-30 06:40:00,1,1,"[06:40:00,07:00:00)",56
2016-10-30 06:40:00,2,0,"[06:40:00,07:00:00)",6
2016-10-30 06:40:00,3,0,"[06:40:00,07:00:00)",55
2016-10-30 06:40:00,3,1,"[06:40:00,07:00:00)",25
2016-10-30 07:00:00,1,0,"[07:00:00,07:20:00)",49
2016-10-30 07:00:00,1,1,"[07:00:00,07:20:00)",64
2016-10-30 07:00:00,2,0,"[07:00:00,07:20:00)",6
2016-10-30 07:00:00,3,0,"[07:00:00,07:20:00)",68
2016-10-30 07:00:00,3,1,"[07:00:00,07:20:00)",60
2016-10-30 07:20:00,1,0,"[07:20:00,07:40:00)",40
2016-10-30 07:20:00,1,1,"[07:20:00,07:40:00)",68
2016-10-30 07:20:00,2,0,"[07:20:00,07:40:00)",11
2016-10-30 07:20:00,3,0,"[07:20:00,07:40:00)",77
2016-10-30 07:20:00,3,1,"[07:20:00,07:40:00)",58
2016-10-30 07:40:00,1,0,"[07:40:00,08:00:00)",73
2016-10-30 07:40:00,1,1,"[07:40:00,08:00:00)",63
2016-10-30 07:40:00,2,0,"[07:40:00,08:00:00)",16
2016-10-30 07:40:00,3,0,"[07:40:00,08:00:00)",84
2016-10-30 07:40:00,3,1,"[07:40:00,08:00:00)",60
2016-10-30 15:00:00,1,0,"[15:00:00,15:20:00)",120
2016-10-30 15:00:00,1,1,"[15:00:00,15:20:00)",109
2016-10-30 15:00:00,2,0,"[15:00:00,15:20:00)",13
2016-10-30 15:00:00,3,0,"[15:00:00,15:20:00)",145
2016-10-30 15:00:00,3,1,"[15:00:00,15:20:00)",157
2016-10-30 15:20:00,1,0,"[15:20:00,15:40:00)",124
2016-10-30 15:20:00,1,1,"[15:20:00,15:40:00)",118
2016-10-30 15:20:00,2,0,"[15:20:00,15:40:00)",25
2016-10-30 15:20:00,3,0,"[15:20:00,15:40:00)",143
2016-10-30 15:20:00,3,1,"[15:20:00,15:40:00)",119
2016-10-30 15:40:00,1,0,"[15:40:00,16:00:00)",150
2016-10-30 15:40:00,1,1,"[15:40:00,16:00:00)",118
2016-10-30 15:40:00,2,0,"[15:40:00,16:00:00)",26
2016-10-30 15:40:00,3,0,"[15:40:00,16:00:00)",123
2016-10-30 15:40:00,3,1,"[15:40:00,16:00:00)",140
2016-10-30 16:00:00,1,0,"[16:00:00,16:20:00)",114
2016-10-30 16:00:00,1,1,"[16:00:00,16:20:00)",99
2016-10-30 16:00:00,2,0,"[16:00:00,16:20:00)",13
2016-10-30 16:00:00,3,0,"[16:00:00,16:20:00)",123
2016-10-30 16:00:00,3,1,"[16:00:00,16:20:00)",98
2016-10-30 16:20:00,1,0,"[16:20:00,16:40:00)",110
2016-10-30 16:20:00,1,1,"[16:20:00,16:40:00)",101
2016-10-30 16:20:00,2,0,"[16:20:00,16:40:00)",27
2016-10-30 16:20:00,3,0,"[16:20:00,16:40:00)",125
2016-10-30 16:20:00,3,1,"[16:20:00,16:40:00)",130
2016-10-30 16:40:00,1,0,"[16:40:00,17:00:00)",108
2016-10-30 16:40:00,1,1,"[16:40:00,17:00:00)",121
2016-10-30 16:40:00,2,0,"[16:40:00,17:00:00)",19
2016-10-30 16:40:00,3,0,"[16:40:00,17:00:00)",113
2016-10-30 16:40:00,3,1,"[16:40:00,17:00:00)",97
2016-10-31 06:00:00,1,0,"[06:00:00,06:20:00)",27
2016-10-31 06:00:00,1,1,"[06:00:00,06:20:00)",36
2016-10-31 06:00:00,2,0,"[06:00:00,06:20:00)",10
2016-10-31 06:00:00,3,0,"[06:00:00,06:20:00)",26
2016-10-31 06:00:00,3,1,"[06:00:00,06:20:00)",22
2016-10-31 06:20:00,1,0,"[06:20:00,06:40:00)",54
2016-10-31 06:20:00,1,1,"[06:20:00,06:40:00)",45
2016-10-31 06:20:00,2,0,"[06:20:00,06:40:00)",10
2016-10-31 06:20:00,3,0,"[06:20:00,06:40:00)",53
2016-10-31 06:20:00,3,1,"[06:20:00,06:40:00)",28
2016-10-31 06:40:00,1,0,"[06:40:00,07:00:00)",59
2016-10-31 06:40:00,1,1,"[06:40:00,07:00:00)",73
2016-10-31 06:40:00,2,0,"[06:40:00,07:00:00)",14
2016-10-31 06:40:00,3,0,"[06:40:00,07:00:00)",79
2016-10-31 06:40:00,3,1,"[06:40:00,07:00:00)",48
2016-10-31 07:00:00,1,0,"[07:00:00,07:20:00)",94
2016-10-31 07:00:00,1,1,"[07:00:00,07:20:00)",86
2016-10-31 07:00:00,2,0,"[07:00:00,07:20:00)",37
2016-10-31 07:00:00,3,0,"[07:00:00,07:20:00)",138
2016-10-31 07:00:00,3,1,"[07:00:00,07:20:00)",65
2016-10-31 07:20:00,1,0,"[07:20:00,07:40:00)",96
2016-10-31 07:20:00,1,1,"[07:20:00,07:40:00)",96
2016-10-31 07:20:00,2,0,"[07:20:00,07:40:00)",42
2016-10-31 07:20:00,3,0,"[07:20:00,07:40:00)",162
2016-10-31 07:20:00,3,1,"[07:20:00,07:40:00)",86
2016-10-31 07:40:00,1,0,"[07:40:00,08:00:00)",104
2016-10-31 07:40:00,1,1,"[07:40:00,08:00:00)",111
2016-10-31 07:40:00,2,0,"[07:40:00,08:00:00)",58
2016-10-31 07:40:00,3,0,"[07:40:00,08:00:00)",156
2016-10-31 07:40:00,3,1,"[07:40:00,08:00:00)",104
2016-10-31 15:00:00,1,0,"[15:00:00,15:20:00)",92
2016-10-31 15:00:00,1,1,"[15:00:00,15:20:00)",91
2016-10-31 15:00:00,2,0,"[15:00:00,15:20:00)",13
2016-10-31 15:00:00,3,0,"[15:00:00,15:20:00)",107
2016-10-31 15:00:00,3,1,"[15:00:00,15:20:00)",80
2016-10-31 15:20:00,1,0,"[15:20:00,15:40:00)",91
2016-10-31 15:20:00,1,1,"[15:20:00,15:40:00)",100
2016-10-31 15:20:00,2,0,"[15:20:00,15:40:00)",17
2016-10-31 15:20:00,3,0,"[15:20:00,15:40:00)",94
2016-10-31 15:20:00,3,1,"[15:20:00,15:40:00)",86
2016-10-31 15:40:00,1,0,"[15:40:00,16:00:00)",86
2016-10-31 15:40:00,1,1,"[15:40:00,16:00:00)",105
2016-10-31 15:40:00,2,0,"[15:40:00,16:00:00)",13
2016-10-31 15:40:00,3,0,"[15:40:00,16:00:00)",92
2016-10-31 15:40:00,3,1,"[15:40:00,16:00:00)",80
2016-10-31 16:00:00,1,0,"[16:00:00,16:20:00)",84
2016-10-31 16:00:00,1,1,"[16:00:00,16:20:00)",94
2016-10-31 16:00:00,2,0,"[16:00:00,16:20:00)",19
2016-10-31 16:00:00,3,0,"[16:00:00,16:20:00)",125
2016-10-31 16:00:00,3,1,"[16:00:00,16:20:00)",72
2016-10-31 16:20:00,1,0,"[16:20:00,16:40:00)",89
2016-10-31 16:20:00,1,1,"[16:20:00,16:40:00)",99
2016-10-31 16:20:00,2,0,"[16:20:00,16:40:00)",12
2016-10-31 16:20:00,3,0,"[16:20:00,16:40:00)",105
2016-10-31 16:20:00,3,1,"[16:20:00,16:40:00)",86
2016-10-31 16:40:00,1,0,"[16:40:00,17:00:00)",88
2016-10-31 16:40:00,1,1,"[16:40:00,17:00:00)",97
2016-10-31 16:40:00,2,0,"[16:40:00,17:00:00)",17
2016-10-31 16:40:00,3,0,"[16:40:00,17:00:00)",102
2016-10-31 16:40:00,3,1,"[16:40:00,17:00:00)",66
