time,tollgate_id,direction,time_window,volume,week
2016-10-21 07:40:00,3,1,"[07:40:00,08:00:00)",79,4
2016-10-21 15:00:00,1,0,"[15:00:00,15:20:00)",47,4
2016-10-21 15:00:00,1,1,"[15:00:00,15:20:00)",113,4
2016-10-21 15:00:00,2,0,"[15:00:00,15:20:00)",93,4
2016-10-21 15:00:00,3,0,"[15:00:00,15:20:00)",127,4
2016-10-21 15:00:00,3,1,"[15:00:00,15:20:00)",113,4
2016-10-21 15:20:00,1,0,"[15:20:00,15:40:00)",49,4
2016-10-21 15:20:00,1,1,"[15:20:00,15:40:00)",106,4
2016-10-21 15:20:00,2,0,"[15:20:00,15:40:00)",76,4
2016-10-21 15:20:00,3,0,"[15:20:00,15:40:00)",168,4
2016-10-21 15:20:00,3,1,"[15:20:00,15:40:00)",100,4
2016-10-21 15:40:00,1,0,"[15:40:00,16:00:00)",55,4
2016-10-21 15:40:00,1,1,"[15:40:00,16:00:00)",129,4
2016-10-21 15:40:00,2,0,"[15:40:00,16:00:00)",92,4
2016-10-21 15:40:00,3,0,"[15:40:00,16:00:00)",157,4
2016-10-21 15:40:00,3,1,"[15:40:00,16:00:00)",96,4
2016-10-21 16:00:00,1,0,"[16:00:00,16:20:00)",59,4
2016-10-21 16:00:00,1,1,"[16:00:00,16:20:00)",107,4
2016-10-21 16:00:00,2,0,"[16:00:00,16:20:00)",80,4
2016-10-21 16:00:00,3,0,"[16:00:00,16:20:00)",155,4
2016-10-21 16:00:00,3,1,"[16:00:00,16:20:00)",78,4
2016-10-21 16:20:00,1,0,"[16:20:00,16:40:00)",65,4
2016-10-21 16:20:00,1,1,"[16:20:00,16:40:00)",107,4
2016-10-21 16:20:00,2,0,"[16:20:00,16:40:00)",97,4
2016-10-21 16:20:00,3,0,"[16:20:00,16:40:00)",152,4
2016-10-21 16:20:00,3,1,"[16:20:00,16:40:00)",92,4
2016-10-21 16:40:00,1,0,"[16:40:00,17:00:00)",68,4
2016-10-21 16:40:00,1,1,"[16:40:00,17:00:00)",109,4
2016-10-21 16:40:00,2,0,"[16:40:00,17:00:00)",78,4
2016-10-21 16:40:00,3,0,"[16:40:00,17:00:00)",165,4
2016-10-21 16:40:00,3,1,"[16:40:00,17:00:00)",104,4
2016-10-22 06:00:00,1,0,"[06:00:00,06:20:00)",7,5
2016-10-22 06:00:00,1,1,"[06:00:00,06:20:00)",31,5
2016-10-22 06:00:00,2,0,"[06:00:00,06:20:00)",22,5
2016-10-22 06:00:00,3,0,"[06:00:00,06:20:00)",27,5
2016-10-22 06:00:00,3,1,"[06:00:00,06:20:00)",19,5
2016-10-22 06:20:00,1,0,"[06:20:00,06:40:00)",8,5
2016-10-22 06:20:00,1,1,"[06:20:00,06:40:00)",36,5
2016-10-22 06:20:00,2,0,"[06:20:00,06:40:00)",22,5
2016-10-22 06:20:00,3,0,"[06:20:00,06:40:00)",37,5
2016-10-22 06:20:00,3,1,"[06:20:00,06:40:00)",18,5
2016-10-22 06:40:00,1,0,"[06:40:00,07:00:00)",22,5
2016-10-22 06:40:00,1,1,"[06:40:00,07:00:00)",56,5
2016-10-22 06:40:00,2,0,"[06:40:00,07:00:00)",43,5
2016-10-22 06:40:00,3,0,"[06:40:00,07:00:00)",51,5
2016-10-22 06:40:00,3,1,"[06:40:00,07:00:00)",25,5
2016-10-22 07:00:00,1,0,"[07:00:00,07:20:00)",14,5
2016-10-22 07:00:00,1,1,"[07:00:00,07:20:00)",49,5
2016-10-22 07:00:00,2,0,"[07:00:00,07:20:00)",24,5
2016-10-22 07:00:00,3,0,"[07:00:00,07:20:00)",76,5
2016-10-22 07:00:00,3,1,"[07:00:00,07:20:00)",38,5
2016-10-22 07:20:00,1,0,"[07:20:00,07:40:00)",27,5
2016-10-22 07:20:00,1,1,"[07:20:00,07:40:00)",44,5
2016-10-22 07:20:00,2,0,"[07:20:00,07:40:00)",49,5
2016-10-22 07:20:00,3,0,"[07:20:00,07:40:00)",89,5
2016-10-22 07:20:00,3,1,"[07:20:00,07:40:00)",39,5
2016-10-22 07:40:00,1,0,"[07:40:00,08:00:00)",34,5
2016-10-22 07:40:00,1,1,"[07:40:00,08:00:00)",74,5
2016-10-22 07:40:00,2,0,"[07:40:00,08:00:00)",55,5
2016-10-22 07:40:00,3,0,"[07:40:00,08:00:00)",77,5
2016-10-22 07:40:00,3,1,"[07:40:00,08:00:00)",69,5
2016-10-22 15:00:00,1,0,"[15:00:00,15:20:00)",37,5
2016-10-22 15:00:00,1,1,"[15:00:00,15:20:00)",100,5
2016-10-22 15:00:00,2,0,"[15:00:00,15:20:00)",77,5
2016-10-22 15:00:00,3,0,"[15:00:00,15:20:00)",106,5
2016-10-22 15:00:00,3,1,"[15:00:00,15:20:00)",73,5
2016-10-22 15:20:00,1,0,"[15:20:00,15:40:00)",47,5
2016-10-22 15:20:00,1,1,"[15:20:00,15:40:00)",96,5
2016-10-22 15:20:00,2,0,"[15:20:00,15:40:00)",77,5
2016-10-22 15:20:00,3,0,"[15:20:00,15:40:00)",99,5
2016-10-22 15:20:00,3,1,"[15:20:00,15:40:00)",82,5
2016-10-22 15:40:00,1,0,"[15:40:00,16:00:00)",52,5
2016-10-22 15:40:00,1,1,"[15:40:00,16:00:00)",95,5
2016-10-22 15:40:00,2,0,"[15:40:00,16:00:00)",61,5
2016-10-22 15:40:00,3,0,"[15:40:00,16:00:00)",114,5
2016-10-22 15:40:00,3,1,"[15:40:00,16:00:00)",97,5
2016-10-22 16:00:00,1,0,"[16:00:00,16:20:00)",47,5
2016-10-22 16:00:00,1,1,"[16:00:00,16:20:00)",109,5
2016-10-22 16:00:00,2,0,"[16:00:00,16:20:00)",80,5
2016-10-22 16:00:00,3,0,"[16:00:00,16:20:00)",115,5
2016-10-22 16:00:00,3,1,"[16:00:00,16:20:00)",94,5
2016-10-22 16:20:00,1,0,"[16:20:00,16:40:00)",56,5
2016-10-22 16:20:00,1,1,"[16:20:00,16:40:00)",102,5
2016-10-22 16:20:00,2,0,"[16:20:00,16:40:00)",67,5
2016-10-22 16:20:00,3,0,"[16:20:00,16:40:00)",115,5
2016-10-22 16:20:00,3,1,"[16:20:00,16:40:00)",72,5
2016-10-22 16:40:00,1,0,"[16:40:00,17:00:00)",54,5
2016-10-22 16:40:00,1,1,"[16:40:00,17:00:00)",79,5
2016-10-22 16:40:00,2,0,"[16:40:00,17:00:00)",69,5
2016-10-22 16:40:00,3,0,"[16:40:00,17:00:00)",101,5
2016-10-22 16:40:00,3,1,"[16:40:00,17:00:00)",87,5
2016-10-23 06:00:00,1,0,"[06:00:00,06:20:00)",13,6
2016-10-23 06:00:00,1,1,"[06:00:00,06:20:00)",26,6
2016-10-23 06:00:00,2,0,"[06:00:00,06:20:00)",8,6
2016-10-23 06:00:00,3,0,"[06:00:00,06:20:00)",18,6
2016-10-23 06:00:00,3,1,"[06:00:00,06:20:00)",9,6
2016-10-23 06:20:00,1,0,"[06:20:00,06:40:00)",10,6
2016-10-23 06:20:00,1,1,"[06:20:00,06:40:00)",50,6
2016-10-23 06:20:00,2,0,"[06:20:00,06:40:00)",11,6
2016-10-23 06:20:00,3,0,"[06:20:00,06:40:00)",29,6
2016-10-23 06:20:00,3,1,"[06:20:00,06:40:00)",19,6
2016-10-23 06:40:00,1,0,"[06:40:00,07:00:00)",8,6
2016-10-23 06:40:00,1,1,"[06:40:00,07:00:00)",33,6
2016-10-23 06:40:00,2,0,"[06:40:00,07:00:00)",25,6
2016-10-23 06:40:00,3,0,"[06:40:00,07:00:00)",43,6
2016-10-23 06:40:00,3,1,"[06:40:00,07:00:00)",33,6
2016-10-23 07:00:00,1,0,"[07:00:00,07:20:00)",17,6
2016-10-23 07:00:00,1,1,"[07:00:00,07:20:00)",45,6
2016-10-23 07:00:00,2,0,"[07:00:00,07:20:00)",29,6
2016-10-23 07:00:00,3,0,"[07:00:00,07:20:00)",51,6
2016-10-23 07:00:00,3,1,"[07:00:00,07:20:00)",36,6
2016-10-23 07:20:00,1,0,"[07:20:00,07:40:00)",24,6
2016-10-23 07:20:00,1,1,"[07:20:00,07:40:00)",41,6
2016-10-23 07:20:00,2,0,"[07:20:00,07:40:00)",35,6
2016-10-23 07:20:00,3,0,"[07:20:00,07:40:00)",71,6
2016-10-23 07:20:00,3,1,"[07:20:00,07:40:00)",53,6
2016-10-23 07:40:00,1,0,"[07:40:00,08:00:00)",30,6
2016-10-23 07:40:00,1,1,"[07:40:00,08:00:00)",66,6
2016-10-23 07:40:00,2,0,"[07:40:00,08:00:00)",42,6
2016-10-23 07:40:00,3,0,"[07:40:00,08:00:00)",66,6
2016-10-23 07:40:00,3,1,"[07:40:00,08:00:00)",51,6
2016-10-23 15:00:00,1,0,"[15:00:00,15:20:00)",61,6
2016-10-23 15:00:00,1,1,"[15:00:00,15:20:00)",101,6
2016-10-23 15:00:00,2,0,"[15:00:00,15:20:00)",76,6
2016-10-23 15:00:00,3,0,"[15:00:00,15:20:00)",122,6
2016-10-23 15:00:00,3,1,"[15:00:00,15:20:00)",137,6
2016-10-23 15:20:00,1,0,"[15:20:00,15:40:00)",65,6
2016-10-23 15:20:00,1,1,"[15:20:00,15:40:00)",124,6
2016-10-23 15:20:00,2,0,"[15:20:00,15:40:00)",83,6
2016-10-23 15:20:00,3,0,"[15:20:00,15:40:00)",109,6
2016-10-23 15:20:00,3,1,"[15:20:00,15:40:00)",117,6
2016-10-23 15:40:00,1,0,"[15:40:00,16:00:00)",61,6
2016-10-23 15:40:00,1,1,"[15:40:00,16:00:00)",114,6
2016-10-23 15:40:00,2,0,"[15:40:00,16:00:00)",74,6
2016-10-23 15:40:00,3,0,"[15:40:00,16:00:00)",133,6
2016-10-23 15:40:00,3,1,"[15:40:00,16:00:00)",89,6
2016-10-23 16:00:00,1,0,"[16:00:00,16:20:00)",60,6
2016-10-23 16:00:00,1,1,"[16:00:00,16:20:00)",104,6
2016-10-23 16:00:00,2,0,"[16:00:00,16:20:00)",61,6
2016-10-23 16:00:00,3,0,"[16:00:00,16:20:00)",122,6
2016-10-23 16:00:00,3,1,"[16:00:00,16:20:00)",95,6
2016-10-23 16:20:00,1,0,"[16:20:00,16:40:00)",58,6
2016-10-23 16:20:00,1,1,"[16:20:00,16:40:00)",113,6
2016-10-23 16:20:00,2,0,"[16:20:00,16:40:00)",72,6
2016-10-23 16:20:00,3,0,"[16:20:00,16:40:00)",110,6
2016-10-23 16:20:00,3,1,"[16:20:00,16:40:00)",91,6
2016-10-23 16:40:00,1,0,"[16:40:00,17:00:00)",62,6
2016-10-23 16:40:00,1,1,"[16:40:00,17:00:00)",108,6
2016-10-23 16:40:00,2,0,"[16:40:00,17:00:00)",61,6
2016-10-23 16:40:00,3,0,"[16:40:00,17:00:00)",122,6
2016-10-23 16:40:00,3,1,"[16:40:00,17:00:00)",104,6
2016-10-24 06:00:00,1,0,"[06:00:00,06:20:00)",18,0
2016-10-24 06:00:00,1,1,"[06:00:00,06:20:00)",31,0
2016-10-24 06:00:00,2,0,"[06:00:00,06:20:00)",27,0
2016-10-24 06:00:00,3,0,"[06:00:00,06:20:00)",41,0
2016-10-24 06:00:00,3,1,"[06:00:00,06:20:00)",23,0
2016-10-24 06:20:00,1,0,"[06:20:00,06:40:00)",21,0
2016-10-24 06:20:00,1,1,"[06:20:00,06:40:00)",57,0
2016-10-24 06:20:00,2,0,"[06:20:00,06:40:00)",39,0
2016-10-24 06:20:00,3,0,"[06:20:00,06:40:00)",53,0
2016-10-24 06:20:00,3,1,"[06:20:00,06:40:00)",41,0
2016-10-24 06:40:00,1,0,"[06:40:00,07:00:00)",24,0
2016-10-24 06:40:00,1,1,"[06:40:00,07:00:00)",59,0
2016-10-24 06:40:00,2,0,"[06:40:00,07:00:00)",52,0
2016-10-24 06:40:00,3,0,"[06:40:00,07:00:00)",105,0
2016-10-24 06:40:00,3,1,"[06:40:00,07:00:00)",60,0
2016-10-24 07:00:00,1,0,"[07:00:00,07:20:00)",35,0
2016-10-24 07:00:00,1,1,"[07:00:00,07:20:00)",76,0
2016-10-24 07:00:00,2,0,"[07:00:00,07:20:00)",104,0
2016-10-24 07:00:00,3,0,"[07:00:00,07:20:00)",150,0
2016-10-24 07:00:00,3,1,"[07:00:00,07:20:00)",75,0
2016-10-24 07:20:00,1,0,"[07:20:00,07:40:00)",34,0
2016-10-24 07:20:00,1,1,"[07:20:00,07:40:00)",116,0
2016-10-24 07:20:00,2,0,"[07:20:00,07:40:00)",111,0
2016-10-24 07:20:00,3,0,"[07:20:00,07:40:00)",148,0
2016-10-24 07:20:00,3,1,"[07:20:00,07:40:00)",101,0
2016-10-24 07:40:00,1,0,"[07:40:00,08:00:00)",43,0
2016-10-24 07:40:00,1,1,"[07:40:00,08:00:00)",126,0
2016-10-24 07:40:00,2,0,"[07:40:00,08:00:00)",123,0
2016-10-24 07:40:00,3,0,"[07:40:00,08:00:00)",171,0
2016-10-24 07:40:00,3,1,"[07:40:00,08:00:00)",99,0
2016-10-24 15:00:00,1,0,"[15:00:00,15:20:00)",50,0
2016-10-24 15:00:00,1,1,"[15:00:00,15:20:00)",82,0
2016-10-24 15:00:00,2,0,"[15:00:00,15:20:00)",67,0
2016-10-24 15:00:00,3,0,"[15:00:00,15:20:00)",141,0
2016-10-24 15:00:00,3,1,"[15:00:00,15:20:00)",80,0
2016-10-24 15:20:00,1,0,"[15:20:00,15:40:00)",47,0
2016-10-24 15:20:00,1,1,"[15:20:00,15:40:00)",80,0
2016-10-24 15:20:00,2,0,"[15:20:00,15:40:00)",73,0
2016-10-24 15:20:00,3,0,"[15:20:00,15:40:00)",105,0
2016-10-24 15:20:00,3,1,"[15:20:00,15:40:00)",102,0
2016-10-24 15:40:00,1,0,"[15:40:00,16:00:00)",26,0
2016-10-24 15:40:00,1,1,"[15:40:00,16:00:00)",103,0
2016-10-24 15:40:00,2,0,"[15:40:00,16:00:00)",71,0
2016-10-24 15:40:00,3,0,"[15:40:00,16:00:00)",105,0
2016-10-24 15:40:00,3,1,"[15:40:00,16:00:00)",71,0
2016-10-24 16:00:00,1,0,"[16:00:00,16:20:00)",49,0
2016-10-24 16:00:00,1,1,"[16:00:00,16:20:00)",99,0
2016-10-24 16:00:00,2,0,"[16:00:00,16:20:00)",69,0
2016-10-24 16:00:00,3,0,"[16:00:00,16:20:00)",115,0
2016-10-24 16:00:00,3,1,"[16:00:00,16:20:00)",101,0
2016-10-24 16:20:00,1,0,"[16:20:00,16:40:00)",50,0
2016-10-24 16:20:00,1,1,"[16:20:00,16:40:00)",108,0
2016-10-24 16:20:00,2,0,"[16:20:00,16:40:00)",75,0
2016-10-24 16:20:00,3,0,"[16:20:00,16:40:00)",100,0
2016-10-24 16:20:00,3,1,"[16:20:00,16:40:00)",80,0
2016-10-24 16:40:00,1,0,"[16:40:00,17:00:00)",44,0
2016-10-24 16:40:00,1,1,"[16:40:00,17:00:00)",103,0
2016-10-24 16:40:00,2,0,"[16:40:00,17:00:00)",80,0
2016-10-24 16:40:00,3,0,"[16:40:00,17:00:00)",130,0
2016-10-24 16:40:00,3,1,"[16:40:00,17:00:00)",81,0
